"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Age Groups"	"Age Groups Code"	"Year"	"Year Code"	Count
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"1-4 years"	"1-4"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"5-9 years"	"5-9"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"10-14 years"	"10-14"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"15-19 years"	"15-19"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"20-24 years"	"20-24"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"25-29 years"	"25-29"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"30-34 years"	"30-34"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"35-39 years"	"35-39"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2008"	"2008"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2014"	"2014"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"40-44 years"	"40-44"	"2021"	"2021"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2015"	"2015"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2016"	"2016"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2017"	"2017"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2018"	"2018"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2019"	"2019"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"45-49 years"	"45-49"	"2020"	"2020"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"1999"	"1999"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2000"	"2000"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2001"	"2001"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2002"	"2002"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2003"	"2003"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2004"	"2004"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2005"	"2005"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2006"	"2006"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2007"	"2007"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2009"	"2009"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2010"	"2010"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2011"	"2011"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2012"	"2012"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2013"	"2013"	0
	"Other Myeloid/Monocytic Leukemia"	"35023"	"Minnesota"	"27"	"50-54 years"	"50-54"	"2014"	"2014"	0
